timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1657982003412,31574,-377,200,,RegisterAndRemoveAccount 3-1,text,true,,1542,1099,1,3,https://advantageonlineshopping.com/accountservice/ws/AccountLoginRequest,,31574,utf-8,1,0,Bot0FF,0,415
1657982035844,623,-302,200,,AddProductWithoutRegistr 1-1,,true,,1378,392,1,3,https://advantageonlineshopping.com/services.properties,,623,ISO-8859-1,1,0,Bot0FF,0,422
1657982042268,603,-308,200,,AddProductWithoutRegistr 1-1,text,true,,6974,454,1,3,https://advantageonlineshopping.com/catalog/api/v1/DemoAppConfig/parameters/by_tool/ALL,,603,ISO-8859-1,1,0,Bot0FF,0,386
1657982048672,1036,-310,200,,AddProductWithoutRegistr 1-1,text,true,,1570,1042,1,3,https://advantageonlineshopping.com/accountservice/ws/GetAccountConfigurationRequest,,1036,utf-8,1,0,Bot0FF,0,396
1657982055510,6773,-311,200,,AddProductWithoutRegistr 1-1,text,true,,4918,428,1,3,https://advantageonlineshopping.com/catalog/api/v1/categories,,6773,ISO-8859-1,1,0,Bot0FF,0,399
1657982068082,5145,-312,200,,AddProductWithoutRegistr 1-1,text,true,,783,448,1,3,https://advantageonlineshopping.com/catalog/api/v1/deals/search?dealOfTheDay=true,,5145,ISO-8859-1,1,0,Bot0FF,0,426
1657982079028,807,-313,200,,AddProductWithoutRegistr 1-1,text,true,,965,437,1,3,https://advantageonlineshopping.com/app/tempFiles/popularProducts.json,,807,ISO-8859-1,1,0,Bot0FF,0,598
1657982085636,752,-314,200,,AddProductWithoutRegistr 1-1,text,true,,2691,403,1,3,https://advantageonlineshopping.com/app/views/home-page.html,,752,ISO-8859-1,1,0,Bot0FF,0,557
1657982023603,16377,open_advantage,200,"Number of samples in transaction : 8, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,22543,4062,1,3,null,,16377,ISO-8859-1,1,0,Bot0FF,46409,3606
1657982042437,63129,-379,200,,RegisterAndRemoveAccount 3-1,text,true,,621,478,1,3,https://advantageonlineshopping.com/order/api/v1/carts/380911176,,63129,ISO-8859-1,1,0,Bot0FF,0,389
